user_id	nickname	sex	age	education_level	constellation	waist_circumference	height	body_type	colour	income	brand	married	pregnant_inhouse	child	child_age	child_sex	car	house	purchase_group	active_level	purchase_type	evaluate_concern	sale_sensitive	purchase_potential	purchase_loyalty	purchase_ability	purchase_credit	food	hotel	tourist	entertainment	first_traffic	second_traffic	
325	jenk03Kz	0	44	4	3	42	189	1	10	61383	9	1	0	0	12	1	1	0	2	6	7	1	8	9	10	9	8	0001111	011	1101101001	1111111011	1	2	
326	MEvzKrkN	1	68	4	8	65	182	3	9	10898	1	1	0	1	44	1	1	0	5	7	4	9	4	9	8	10	3	0001000	110	1100010110	0001000101	6	6	
327	5073d4Ua	1	68	2	9	64	194	2	6	91619	4	1	0	1	39	0	0	1	7	5	2	10	7	10	6	1	9	0001100	000	1010011111	0001011000	2	4	
328	oNIZTUna	0	66	4	6	79	199	2	1	14021	2	1	1	1	41	0	0	1	7	10	6	1	5	3	7	3	9	0011010	110	1110001001	1001001110	4	2	
329	2xr9FWkH	0	65	2	4	77	178	2	8	37778	8	0	0	0	22	1	1	0	8	9	4	3	8	6	4	2	9	1100111	100	1000100110	0110000101	6	6	
330	HsCoFjXG	1	10	1	4	54	164	2	6	92913	8	0	1	1	46	0	1	0	7	9	6	9	3	7	3	3	2	0110000	001	1100001010	1100001001	6	6	
331	dqoZXaNQ	0	70	2	7	19	199	3	8	28677	1	0	0	0	4	1	0	0	7	2	5	9	4	5	9	7	5	0000100	111	0010001100	1100101001	3	1	
332	UcM2x5qd	1	7	2	3	68	185	2	7	38275	5	1	0	1	16	1	1	1	9	4	2	7	10	9	10	10	1	0010000	001	0101010000	0111010100	4	4	
333	YduxnRNV	0	8	5	2	74	187	1	1	78977	5	1	0	0	30	0	1	0	4	5	5	9	4	7	2	2	5	0000011	111	1001101111	1011000011	6	1	
334	jJ25w8s7	0	17	5	1	50	156	1	2	50877	4	0	1	1	34	0	0	1	3	2	5	10	2	1	10	2	9	1010000	101	1010111101	0011111011	5	5	
335	rO1vUkCN	1	70	5	8	14	168	3	9	90991	3	1	1	0	20	0	0	0	7	3	10	6	7	10	6	10	4	1000100	110	0110101011	1110100101	6	4	
336	Ks2OPM6d	1	29	1	5	68	147	3	8	4382	10	0	1	1	15	1	1	1	5	2	6	10	1	7	6	9	8	1001011	011	1010010110	1000111110	5	1	
337	Wz7ju9TH	0	20	1	2	48	196	2	6	33420	9	1	0	0	3	0	0	0	2	10	7	5	4	2	8	2	2	0000100	011	1100001001	0100000010	2	6	
338	8ZoLal1c	0	76	2	3	35	171	3	2	92502	5	0	0	1	14	0	0	0	1	4	8	3	2	10	4	3	1	1001011	100	0010111111	0011011101	2	3	
339	d05IQ3Oy	1	35	2	10	38	144	1	6	37199	2	0	0	0	3	0	0	0	6	10	10	2	10	5	7	10	5	0100100	011	0101111101	0000101100	4	4	
340	V2qXwHdh	0	68	5	11	20	150	1	3	88287	7	1	0	0	49	1	1	0	2	6	10	4	7	10	8	6	10	1100101	011	0011111001	0110010000	5	2	
341	c7jFRTKB	0	53	4	5	11	177	3	1	78012	9	0	0	0	27	1	1	0	9	7	4	8	6	5	4	10	9	1001110	010	0000100101	0111101101	5	2	
342	qU3uv021	1	58	1	2	14	154	1	10	36939	3	0	0	1	3	1	0	1	3	10	9	6	9	10	2	2	9	1110011	101	0110101110	1001001001	3	1	
343	vwhSFtnN	0	33	2	5	67	145	1	6	31075	5	0	0	1	41	0	1	0	6	1	2	7	2	8	8	9	2	1001111	011	1101110111	0101010110	3	3	
344	1LGX0Sex	1	21	1	5	69	158	1	8	41507	10	0	1	1	3	1	1	0	2	2	5	10	1	4	6	8	2	1001010	001	0001101010	1001111010	4	2	
345	HEx7mFcX	1	54	2	4	29	177	3	1	5808	1	0	1	0	0	1	0	0	2	6	9	8	4	6	5	6	1	0101110	000	1100011111	1110001001	6	6	
346	RafqcJUA	0	58	4	1	74	168	1	1	48366	5	1	1	1	30	0	1	0	6	4	1	1	8	9	8	3	3	0010100	000	0110100001	1110111000	3	3	
347	L6eW0Sck	1	37	3	7	39	166	1	7	83778	4	1	0	1	7	1	0	0	5	10	2	7	2	5	4	7	6	1111110	010	0011010111	0110001101	2	5	
348	q5uDahFf	1	30	2	10	72	196	2	2	51515	6	0	0	1	8	1	0	0	4	7	3	2	2	7	5	8	2	0101101	001	1010001100	1100110110	5	2	
349	xMq8690j	1	40	2	2	70	156	1	6	75578	10	0	0	0	45	1	0	1	1	2	4	7	7	7	5	6	1	0111001	101	1011000110	1010110001	3	4	
350	a2YinULT	1	51	4	11	62	192	1	2	19138	5	1	1	1	17	1	0	0	1	3	5	5	5	6	5	3	6	1101101	111	1100011100	1001101101	2	1	
351	CZzu2Lcb	0	27	5	10	50	188	3	10	2668	6	0	0	1	36	0	0	0	4	5	1	7	5	1	10	8	2	1011101	000	0100011100	1011000000	3	1	
352	kDdwcAtT	0	66	1	10	80	199	2	5	31654	7	1	1	0	31	0	0	1	2	5	4	10	9	9	1	9	1	0100011	011	0010111000	0110110000	4	3	
353	4O681bSZ	1	9	1	7	31	142	2	9	78959	6	1	0	1	17	1	0	0	6	7	5	2	3	4	9	6	4	1000110	101	1010110001	1101010000	1	1	
354	1c8tWmkj	0	45	5	5	60	190	3	1	99637	3	0	0	1	8	0	1	0	9	10	3	2	1	4	4	9	6	1001000	001	1100110000	0110100010	2	6	
355	Zqfj6mtw	1	12	1	11	47	141	3	10	59563	1	1	0	0	48	1	0	0	9	6	3	1	1	2	1	1	5	1011100	001	1001111100	0001110100	2	5	
356	3kGm5h6l	0	61	2	1	46	178	1	8	34304	3	0	0	0	10	1	0	0	5	9	3	4	9	7	3	7	10	1011110	110	1101001111	0111111100	2	4	
357	ilUCRBIT	0	73	1	8	67	196	2	7	14819	2	0	1	0	8	0	0	1	7	4	3	5	1	5	7	10	2	0110110	111	0110100000	0011111010	4	2	
358	0XzGmYjo	0	33	4	6	43	145	1	1	61946	1	0	0	1	41	1	1	1	6	1	3	5	9	1	2	9	7	1010101	011	0011000111	1001011010	1	4	
359	QNGzFUeE	0	55	2	5	25	160	1	10	82273	5	1	1	0	30	1	0	1	1	5	7	8	9	9	10	7	8	0100101	011	1111110010	1011000010	4	1	
360	f6Kl0IzP	1	10	3	1	20	151	2	8	84377	1	1	1	1	1	0	0	0	3	8	7	4	8	6	1	2	2	0111101	101	1111111001	1000011110	3	1	
361	d9MxG5Jq	0	13	1	9	63	193	3	5	20234	7	0	1	1	3	0	1	0	1	4	5	10	3	6	7	7	7	1101010	000	0101110100	0001000100	4	6	
362	ylujGvDs	0	9	5	12	19	158	3	1	84202	10	1	1	1	21	1	0	1	7	2	9	3	1	9	9	4	8	0001000	010	1000010100	1110101111	2	2	
363	M65i4Qy9	1	21	5	2	11	187	1	6	26580	8	0	1	0	28	0	1	1	6	1	7	10	8	8	4	6	1	0000100	001	1110011010	1101101111	2	2	
364	F2QztEkS	1	18	2	12	33	141	3	4	1975	5	1	1	1	13	0	1	0	7	9	7	1	5	2	9	6	5	0000101	011	0110110010	1001010101	3	4	
365	rEycCxXk	0	80	2	1	79	144	1	9	18368	2	0	1	0	27	0	1	1	1	5	8	7	4	5	1	2	4	0101100	100	1100110001	1111000011	3	2	
366	NUYu3MyL	1	45	4	9	44	157	1	3	68603	5	1	0	1	15	1	1	0	3	5	4	8	7	6	5	10	7	0100111	101	0100010110	1111010000	4	3	
367	XdqKCG1z	0	72	1	3	32	185	1	1	92085	3	0	1	0	44	0	1	0	5	7	8	10	8	3	9	1	5	0101101	011	0010101100	1000000111	3	2	
368	FCxVU3HB	1	34	5	7	63	155	3	3	69848	3	1	0	0	13	0	1	0	10	2	1	3	1	8	4	6	10	0011011	000	0000110101	1100001100	1	5	
369	60CIkBcK	1	62	2	3	58	146	3	4	41118	3	1	1	0	42	0	1	1	1	6	5	7	6	6	4	8	4	0001000	000	1111001011	1010010101	4	5	
370	yA8GuPUi	0	9	4	1	41	161	2	7	46023	5	1	1	1	50	0	0	1	9	6	4	5	5	3	2	2	9	0110101	010	1011011000	0100001100	1	2	
371	9eGuHxqc	1	31	2	12	11	162	3	2	40339	3	0	1	0	47	0	0	0	7	6	1	7	3	4	2	2	8	0110110	010	1100111100	1000001110	3	5	
372	lbgKEPwd	0	19	2	11	32	148	2	7	22920	4	0	1	1	32	0	1	1	10	5	8	10	9	5	5	5	1	1111000	111	1010001011	1110101001	5	1	
373	BoGjadwn	0	78	3	7	39	190	3	6	94401	1	1	1	0	10	0	1	1	2	10	5	4	10	1	2	4	10	0101111	000	1111010110	1101010111	1	6	
374	lZRX7dFK	0	44	1	4	22	157	2	6	46418	9	1	1	0	16	1	1	1	2	6	6	10	3	9	10	6	4	1000011	010	1000011100	1001100000	3	4	
375	uXQVYZje	0	73	3	6	45	179	3	3	40750	10	1	1	0	11	0	0	0	6	2	2	3	1	10	4	8	9	1110010	101	0011101101	0011111010	1	6	
376	0csaqHfC	0	22	4	2	24	182	2	5	60537	3	1	0	1	9	1	0	0	9	4	8	5	8	1	8	5	1	1101011	001	1101101110	1010110011	6	5	
377	ey9QGXnO	1	55	1	10	31	167	2	2	79133	1	0	0	0	20	1	1	1	8	3	5	3	8	10	1	7	3	1010001	100	0011111110	0011011100	1	4	
378	T9YX7KkH	0	46	3	1	32	158	2	2	12237	8	1	1	0	39	1	0	1	2	10	3	5	7	5	10	7	1	0010110	001	0010001100	0001101111	2	2	
379	Ii1mXNGT	0	10	1	6	17	167	3	8	14983	8	0	0	0	44	0	1	0	3	10	7	9	2	5	3	5	4	0001011	000	1111100110	1111101001	6	3	
380	5lRx3Ken	1	37	5	1	55	172	3	3	41602	9	0	1	0	11	1	1	1	2	7	7	5	8	6	6	2	1	1001111	110	0100111111	1011001111	2	1	
381	kWq4cDw5	1	76	2	12	57	173	1	3	1601	8	1	0	1	21	0	1	0	5	1	8	10	7	3	10	7	1	1111101	010	1110101000	1100111000	6	1	
382	1Dc5NACj	0	76	5	10	73	162	3	3	13624	5	0	1	1	7	1	1	1	4	7	9	5	6	6	6	4	10	1101000	011	0110100111	1110001101	3	4	
383	jucQFkW7	1	39	3	1	15	170	1	9	5165	1	1	0	1	7	1	0	1	2	7	4	4	10	9	5	4	2	1000100	100	1001110010	0101011001	4	2	
384	iat9s1VQ	1	80	3	5	26	186	1	7	86839	8	0	1	1	15	0	0	1	3	5	4	7	4	4	4	7	3	0111110	110	1111100111	1101111001	1	6	
385	gLWRQmHX	1	1	5	7	40	150	1	1	64709	2	0	1	1	33	0	0	1	9	10	7	2	7	6	8	2	8	1101000	100	1011111011	0000111000	3	5	
386	QLDhrcN2	1	57	3	12	76	151	2	10	88870	5	1	1	0	26	1	0	1	9	5	8	9	6	6	1	9	4	1010100	011	1110110111	1010110100	4	2	
387	0nwOLo3J	1	56	5	8	55	195	1	9	4158	10	1	1	0	46	0	0	0	8	4	7	1	5	1	4	4	9	1101000	011	0001000101	0110101010	3	1	
388	hrB2wlYt	1	55	5	9	53	144	3	2	84043	9	0	0	1	17	1	1	0	2	8	8	9	10	3	10	1	9	0111110	111	0110110011	0000100000	4	2	
389	rXTeB0gu	1	25	2	4	43	148	2	8	75207	3	1	0	1	3	1	0	1	6	8	10	4	1	7	1	4	8	1000110	010	1011000111	1110010010	2	6	
390	0CfPMrwZ	0	29	4	9	29	186	1	1	76211	8	0	0	1	49	1	1	0	6	10	6	2	1	9	5	8	9	0000011	100	0011011110	0100000011	4	2	
391	DUvGoS0e	0	3	1	3	37	173	2	1	53021	1	1	1	0	48	0	1	1	8	1	4	1	2	9	7	4	4	1000001	001	0110101001	0011110101	6	2	
392	zdFq2Erh	0	74	1	6	23	179	1	5	51082	1	1	1	1	43	1	0	1	6	1	8	6	6	10	3	6	2	1011011	101	0000101100	0000010110	1	5	
393	GykUufqm	0	27	2	2	32	184	3	7	97408	7	0	0	1	2	0	1	1	7	10	3	8	3	2	2	10	8	1000001	001	0101010011	0000010010	6	3	
394	hAav9xz2	1	14	3	5	44	182	3	8	30953	9	1	0	0	30	0	0	1	3	6	6	10	10	3	10	3	2	1010110	000	0001011111	1000101001	4	4	
395	OvwZlors	1	10	4	4	80	178	3	8	64502	2	0	1	1	20	1	1	1	5	8	3	9	6	7	2	8	9	1000011	100	0000111010	1101111111	6	2	
396	oPph6HTC	1	11	3	7	63	187	3	9	35202	6	1	1	0	39	1	0	1	5	10	7	4	8	8	6	9	10	1101100	011	0101000111	0101111100	2	4	
397	bWjyDgkq	0	21	2	10	60	179	1	8	91184	1	0	0	0	39	0	0	1	4	1	1	8	10	2	9	9	5	0111010	100	1100101100	0000101110	2	5	
398	dPtaV2jl	0	56	1	1	42	160	2	7	15569	8	1	0	0	7	0	1	0	9	5	4	7	8	6	2	7	8	0110000	000	0001101001	0001001100	3	2	
399	TwRrLS6c	1	18	5	11	35	166	1	10	58634	6	1	1	0	42	0	1	1	4	10	5	1	8	5	3	5	10	0101010	010	1010110001	1001111010	3	5	
400	3uQVcAda	0	62	4	3	24	184	2	8	91885	4	1	1	1	14	0	0	0	1	8	3	8	9	10	7	7	8	1011010	110	1000011111	1111011011	5	6	
401	a4yvBrUk	1	13	5	5	75	172	3	1	25814	4	0	1	0	4	1	1	1	10	2	10	9	2	6	9	6	6	0000110	100	1011110111	1101011001	4	4	
402	ZkJWgyxO	1	72	2	12	12	152	2	1	1541	1	1	1	0	46	0	0	0	10	1	10	2	3	4	8	4	2	1100010	101	0001110101	0011110001	4	3	
403	oZH8GMSr	1	29	2	10	24	176	2	6	9540	2	1	1	1	13	0	0	0	8	3	9	3	10	9	9	3	5	0000110	001	0001100100	1111010111	6	6	
404	SUaDEHT2	0	30	3	7	38	143	2	10	15462	9	0	0	0	48	1	1	1	8	4	4	5	1	10	8	2	8	1110110	111	0101000000	0100111101	3	6	
405	wyGZAmie	0	74	1	2	32	182	1	7	65922	3	0	1	1	48	0	0	1	5	9	2	2	5	4	9	9	5	0101111	001	1100111111	1101000010	3	6	
406	lqevCZjd	0	17	1	6	47	157	3	7	36556	9	0	0	0	16	0	0	1	3	3	6	1	10	10	9	8	6	0100111	101	1100110010	0011000100	4	3	
407	ij4d9Zw3	0	72	3	8	47	170	2	10	37645	9	1	0	0	46	0	0	0	8	7	8	1	7	2	9	10	10	1111110	010	0001001000	1000110011	2	1	
408	CUGy2Wnf	1	15	5	3	42	175	2	10	64255	1	1	1	1	31	1	0	0	6	4	7	5	10	2	9	1	2	0010001	000	1000010110	1111111000	1	6	
409	H7farnVW	0	8	2	5	34	169	3	3	48933	4	1	0	0	33	0	0	0	1	6	3	10	10	10	10	3	2	0100001	010	0011001001	1001101111	3	3	
410	a4nwRUYi	0	11	5	5	59	177	3	10	56833	10	0	0	1	0	1	0	0	2	4	2	9	7	8	7	9	8	0001101	000	0111001111	1010110000	1	1	
411	L7d582n3	0	47	2	7	48	177	3	10	21289	1	0	0	0	42	1	0	1	9	4	1	10	8	3	3	8	6	1100010	001	1101110111	0000001001	4	4	
412	ybuS8rGY	1	9	4	10	16	190	3	5	43197	8	0	0	1	41	0	1	1	9	1	7	10	7	4	8	1	10	1100000	011	0010011100	1100001001	3	3	
413	FinehtIP	0	6	3	11	66	175	3	9	99534	7	1	0	1	20	1	0	0	10	5	1	10	5	4	4	5	6	0111000	011	1011100100	1110000011	4	3	
414	CBHVejxL	1	17	2	1	48	140	3	7	72736	3	1	0	1	22	1	0	0	4	7	4	4	4	9	10	5	10	1001110	001	1010001010	1101111111	6	3	
415	vDC2qmiB	0	10	2	3	29	145	1	6	78061	4	1	0	1	44	1	1	0	8	5	2	10	3	1	9	2	6	0110100	101	0101011000	0011100101	3	6	
416	3gmTlQCY	1	9	3	8	39	159	2	4	97247	6	1	1	1	2	0	1	1	4	5	5	6	6	2	10	2	8	0100101	101	0010000110	1010101100	3	2	
417	QZw53GnT	1	6	4	8	28	193	1	3	68753	9	0	0	1	35	1	1	1	2	10	4	6	9	7	9	5	4	1011001	110	1100000111	1100000001	3	1	
418	GfxOR72W	0	33	4	6	11	169	2	10	17241	5	1	1	1	21	0	1	1	8	3	6	4	10	3	5	10	2	1100001	010	0000011100	1110111111	5	6	
419	8NByHVmO	0	15	4	3	30	148	1	1	32233	9	1	1	0	50	1	0	0	1	5	8	3	3	4	1	6	6	0100011	100	1011101101	1010111010	3	1	
420	0N2mxueo	1	37	4	4	76	163	3	6	90095	5	1	1	1	26	1	0	0	4	9	2	7	8	1	8	2	5	0001111	111	0000000011	1011100101	4	6	
421	UQpa0IVl	1	65	5	4	67	158	3	9	60161	9	1	0	0	12	0	1	1	3	6	6	2	9	5	5	8	7	1000000	110	0101110101	1010001110	3	3	
422	tvMcRwd8	0	52	1	11	68	190	3	5	92171	6	0	1	0	49	1	1	0	5	2	5	9	1	5	1	4	3	1100010	100	1000011101	0010101110	6	3	
423	TDB35W7i	0	8	4	2	55	167	2	1	22203	8	1	0	0	11	1	1	1	9	5	6	4	5	4	2	10	7	1110011	100	0010011101	1100101011	2	3	
424	BPqdaYOw	0	56	3	4	79	176	1	5	88979	9	1	0	0	49	0	1	1	6	1	5	9	10	3	4	9	5	0101100	110	0111000101	0111011110	3	6	
425	5vzicPGJ	0	71	4	7	62	183	3	2	1529	9	0	0	1	26	1	0	1	3	10	4	7	8	7	10	3	10	0001001	111	0001101110	0000010001	6	5	
426	pQjCsuwK	1	48	2	6	43	162	1	8	78486	6	1	1	1	47	1	0	1	3	10	5	9	1	5	1	10	2	1101011	010	0000101011	0010001110	4	2	
427	6v91i3bj	0	34	5	9	72	167	1	2	54211	1	0	0	1	34	1	1	1	6	3	1	8	3	1	7	4	5	0101110	111	0100000000	1000100000	3	4	
428	N2aYDmqU	1	59	5	4	21	182	3	6	43509	1	1	1	1	31	0	1	0	1	4	7	7	7	7	3	5	5	0100110	010	1101010101	1001100101	6	2	
429	fQWaymrN	1	13	5	9	65	184	3	3	74124	8	0	0	1	46	1	0	0	10	7	5	8	9	7	1	2	1	1000110	101	1111010111	0001011001	5	5	
430	G8F4Wo6k	1	36	1	4	36	168	1	8	59346	2	1	0	1	5	0	1	1	3	6	2	7	1	3	6	5	9	0111000	101	1010100010	1101011000	1	2	
431	3NIFly1z	1	72	2	8	45	155	1	3	87519	6	0	1	0	2	1	0	0	5	8	6	5	3	3	3	4	10	1010110	100	1100010110	1010100101	6	6	
432	3CLGzOZ1	0	70	1	11	51	178	2	7	79665	5	0	1	1	6	1	1	1	10	3	1	3	2	3	8	9	3	1010101	110	1110001001	1001001101	4	5	
433	O3p1VUmR	1	24	2	6	61	171	3	3	30011	2	0	0	1	49	1	0	1	2	10	8	3	7	5	6	1	9	1010110	111	0011111011	1111111100	3	1	
434	rUQdTl9D	0	14	5	3	79	167	2	9	36751	10	1	1	1	17	1	0	1	9	2	10	6	2	1	4	9	1	1010100	111	0100101011	1011100101	1	3	
435	VKRec4ko	0	58	2	12	26	188	1	3	46026	8	1	1	1	16	0	1	0	5	1	4	3	3	6	1	9	5	1011010	010	1001101110	0100110111	1	3	
436	KvLVcl5U	0	71	5	1	57	145	1	10	27094	8	0	1	0	9	0	0	0	3	3	1	10	9	3	1	1	5	0000100	100	0000001000	1010110000	5	4	
437	fPH8SVt1	0	43	5	2	39	173	2	2	45728	1	0	1	0	11	1	0	0	1	8	7	8	6	4	1	4	7	1000101	100	1001100110	1000001000	3	4	
438	bQKuWPgs	1	28	2	6	37	176	3	6	66851	4	1	1	1	43	1	1	1	8	6	1	1	9	2	1	1	3	1110111	101	1010110111	1100100100	2	2	
439	ymEnO5Y1	0	24	5	9	30	162	2	10	623	4	0	1	1	39	0	0	0	7	2	8	8	4	3	2	8	10	1101011	001	0110011110	1100110101	3	6	
440	7xO9VE3J	1	27	2	1	31	190	1	2	28810	3	1	0	0	15	0	1	1	7	9	8	4	7	6	7	2	5	0001011	011	1111001110	1100001100	3	2	
441	IAxhOtvC	1	4	1	1	43	193	3	6	81896	5	0	1	1	42	0	1	0	8	3	7	3	5	6	7	10	4	0100111	011	0010110011	1111011000	6	2	
442	X54fOldD	0	58	3	10	43	178	1	7	16025	7	0	1	1	38	0	0	0	6	5	6	6	9	3	1	4	6	1110011	101	0101011001	1110110001	3	4	
443	DSaok1n8	0	40	1	9	68	186	2	7	72736	1	0	1	1	2	1	0	1	4	8	5	6	10	8	4	9	7	1000001	010	1101110100	0001001000	6	6	
444	WcR7qOYJ	1	75	2	11	45	168	3	4	91366	8	1	1	1	27	0	1	1	4	8	2	1	10	1	8	1	4	0111101	101	0011011110	1001111000	1	2	
445	k0rC7M6y	1	9	4	11	22	158	2	5	52785	3	0	0	0	42	0	1	0	10	7	7	4	1	10	2	2	1	1111010	010	0010011001	1111011001	6	1	
446	O19H8PaJ	0	13	3	2	49	198	1	2	45219	4	0	0	0	18	1	1	1	7	6	4	2	8	4	6	1	10	0111001	100	0010000001	1001110111	1	5	
447	Vwo08bOH	1	13	4	8	27	193	1	5	58669	3	0	1	0	48	1	0	1	8	3	3	1	7	1	5	4	7	0111010	011	1011011011	0000000100	4	2	
448	7T89tMD6	0	51	2	12	41	157	2	8	3698	8	0	1	0	1	1	0	1	3	1	1	3	9	2	1	9	4	1010111	100	0001101100	0011010100	3	2	
449	rPknZct7	1	74	5	6	25	154	1	5	69299	2	1	0	0	15	1	0	0	7	7	4	5	9	2	1	9	7	1010010	001	0011111011	0101001111	4	6	
450	WmkO0LTw	1	16	4	2	18	200	1	4	62098	5	1	1	0	22	0	1	1	10	2	3	2	7	8	6	6	9	0001011	010	1011111101	0101100101	1	2	
451	sgT5KXoG	1	2	2	5	26	144	1	10	68958	5	0	0	0	7	1	0	1	10	4	4	7	5	9	6	8	4	0100010	111	0010110010	0001101110	3	3	
452	XQel2RI7	0	64	2	12	46	172	3	2	71867	7	0	1	1	6	0	1	1	2	7	6	3	2	9	3	6	7	0101100	100	0111101111	0011001101	1	2	
453	W7eMBYzo	1	16	4	5	56	158	3	7	12493	2	1	1	1	11	1	1	1	7	9	4	4	7	9	1	6	7	1110101	100	0111010101	0111011100	3	2	
454	YMXGx5BZ	1	14	1	7	34	164	1	7	99452	8	0	0	1	3	1	0	1	5	3	8	8	9	4	6	2	3	1101100	000	1111101000	0101000001	5	2	
455	7raR01c4	0	44	2	9	18	152	1	5	95823	8	0	1	1	49	0	1	0	1	8	9	4	8	5	10	1	2	0100100	010	0001110000	1101101100	5	1	
456	QfjbMXW4	0	14	5	5	56	142	2	9	52509	10	0	0	1	43	0	0	1	8	6	1	8	3	4	2	7	10	0111100	010	0101001000	1111111010	5	3	
457	lnK8t4ME	1	51	5	8	56	183	1	9	96349	1	1	0	1	29	0	1	1	6	4	4	3	10	1	9	5	6	0000011	100	1011001111	0101000001	6	2	
458	uJSDaYVd	1	49	3	3	24	196	1	10	44548	1	1	1	1	18	1	0	1	5	8	6	2	5	9	3	3	1	1111111	101	1100000101	0010001000	6	5	
459	BI4Qwy0n	0	50	2	7	26	169	2	4	87192	6	0	1	1	31	1	0	0	10	6	8	4	10	2	3	7	5	1011000	010	1101110110	0000110110	5	5	
460	IxByTMfC	0	54	4	3	25	190	2	4	50519	1	1	1	1	27	0	0	0	8	8	4	4	2	10	1	8	9	0001101	111	1011110000	1101000101	4	4	
461	wHSvafO5	0	76	4	8	24	197	2	6	20024	8	1	1	0	26	1	1	0	5	2	6	4	10	1	5	10	1	1010010	110	1011010011	0001011110	2	6	
462	TypVKg83	1	25	2	1	25	181	1	8	98021	4	1	1	1	21	1	1	1	7	3	7	1	9	9	7	9	1	0111001	010	0001111010	0101000101	3	3	
463	VqD9EJOw	0	14	4	6	11	188	3	5	94419	9	1	0	1	25	0	0	1	3	6	7	6	4	4	10	1	4	1011101	000	0011001100	0010010000	6	6	
464	SioH1pIL	0	46	3	2	38	196	3	9	83248	9	0	1	1	30	1	1	1	2	3	8	8	4	1	1	7	1	0110010	110	1001111101	0110011010	4	4	
465	6Vgxwlzr	0	76	5	3	11	152	2	4	30094	5	0	1	0	34	1	0	1	10	3	10	10	7	4	7	10	10	0101010	011	1100001111	1011101111	2	4	
466	0wiCnOxs	1	78	5	6	68	181	3	2	28046	8	0	0	0	30	1	1	1	6	4	10	9	9	6	10	4	6	1001111	100	0001001110	0100111011	6	2	
467	MOnIFR6J	1	53	4	1	35	189	2	7	92297	2	1	1	0	19	0	1	1	6	6	3	8	3	8	4	3	1	1100000	110	1111000001	0011110010	4	6	
468	que9MRkj	0	11	4	2	68	142	2	1	24223	1	0	1	1	26	0	0	0	6	2	5	5	7	7	3	5	8	1000011	011	1110001000	1010100010	6	1	
469	hpQlsLJu	1	53	2	11	27	190	1	4	92620	5	0	1	1	8	1	1	0	1	10	9	1	4	6	8	7	2	1011100	011	1001110010	1000000101	5	5	
470	U9ecC6yB	0	59	5	8	14	146	3	4	77817	8	0	0	1	19	0	0	0	10	2	4	7	5	2	6	6	5	0111011	111	1101100100	0110011110	2	4	
471	mUVi7cd3	1	48	1	1	23	157	2	6	2066	6	0	1	1	25	0	0	1	5	7	1	9	1	7	2	9	5	1101001	110	0011011110	1001110001	4	5	
472	aUBfGCMo	0	31	5	9	54	177	2	4	75068	10	0	1	1	14	0	1	0	10	7	9	6	3	1	5	3	7	1011111	110	0010110011	1101010100	6	2	
473	hw3GaUJP	0	50	5	12	51	173	3	3	16078	3	0	1	1	14	1	1	1	5	2	5	1	1	2	1	7	1	1100110	111	0101011110	1101101000	2	6	
474	e3gdarup	0	74	3	5	72	155	1	10	56414	8	1	1	1	26	0	0	0	6	1	2	1	1	10	6	4	2	0110011	111	0101011100	1111110001	3	3	
475	ksGORq1E	1	18	4	5	33	189	3	8	15745	3	1	0	0	32	0	0	0	3	3	8	3	10	7	7	7	5	0000001	100	1110110001	0101100000	5	2	
476	eYw79ygN	1	30	4	7	70	140	3	9	24984	10	1	0	1	8	0	0	0	4	8	6	6	8	3	10	2	1	0000010	010	0100110111	0110110100	6	3	
477	Od9Saj7C	0	51	1	12	53	165	2	1	16733	10	1	1	1	48	0	0	0	2	3	3	6	8	7	3	9	7	0111101	010	0001101000	1110000010	5	1	
478	RaYk2ULG	1	62	3	9	53	199	3	6	43152	5	0	0	0	41	1	0	1	3	10	1	9	10	4	3	2	8	0011000	011	0010010111	1100111111	6	4	
479	09RKL18l	1	33	3	2	63	148	2	2	24532	1	0	0	1	14	0	1	1	4	2	4	4	2	10	2	3	2	0100111	110	0010000011	1010001010	2	1	
480	D3i1VqUz	1	29	4	9	15	141	1	1	92812	3	1	1	1	43	0	0	0	10	5	5	8	8	4	4	7	2	0010100	110	1001011111	1110100111	1	4	
481	ZwJNsktM	0	6	3	11	70	172	3	2	23726	8	0	1	1	21	0	1	1	5	4	2	3	2	5	7	5	7	0101111	111	1011100001	1110001110	5	6	
482	4dOTWr6o	0	70	5	10	45	156	3	4	88074	2	0	1	0	3	1	0	1	3	8	9	2	2	3	3	1	6	1111001	011	1111010000	0011111111	1	3	
483	1m2ofa6A	0	16	4	9	37	140	3	6	63261	4	0	0	0	30	1	0	0	4	3	10	9	7	3	10	5	4	1110011	111	0110101011	1011100001	2	1	
484	59pWi2Yr	1	17	5	5	51	160	3	5	57158	9	0	1	1	11	0	0	0	3	5	6	4	5	8	5	10	5	0111000	010	0100111000	0011101011	4	4	
485	Dmrht4bZ	0	75	4	3	41	172	2	6	35414	2	0	1	1	3	0	0	0	6	2	1	6	1	10	5	7	2	0110101	010	1011011101	1111101001	5	2	
486	LBRftS2a	1	30	3	1	16	185	2	9	60506	8	0	0	0	0	1	1	1	7	5	10	9	4	10	4	1	3	0011100	100	1001011111	0100111110	4	4	
487	3GFhEObs	1	26	4	4	58	151	3	6	56150	10	1	1	0	33	0	1	0	10	1	2	1	8	5	2	5	9	0011100	100	1110100100	1000000011	2	4	
